method,median,sd,min,max,Q1,Q3,se_est,n,n_pts,matrix
pnorm,0.8045819944054622,NaN,0.8045819944054622,0.8045819944054622,0.8045819944054622,0.8045819944054622,0.00231721598196014,2048,24576,fixed_spd
pnorm32,0.8044673800468445,NaN,0.8044673800468445,0.8044673800468445,0.8044673800468445,0.8044673800468445,0.0022894067224115133,2048,24576,fixed_spd
pnorm_sparse,0.8045819944054619,NaN,0.8045819944054619,0.8045819944054619,0.8045819944054619,0.8045819944054619,0.002317215981960164,2048,24576,fixed_spd
pnorm_sparse32,0.8044678568840027,NaN,0.8044678568840027,0.8044678568840027,0.8044678568840027,0.8044678568840027,0.002289378084242344,2048,24576,fixed_spd
tlr,0.8050668863806267,NaN,0.8050668863806267,0.8050668863806267,0.8050668863806267,0.8050668863806267,0.0011197516887655923,2048,24576,fixed_spd
pnorm,0.8036444744222261,NaN,0.8036444744222261,0.8036444744222261,0.8036444744222261,0.8036444744222261,0.0005927329442353208,2048,245760,fixed_spd
pnorm32,0.8038590550422668,NaN,0.8038590550422668,0.8038590550422668,0.8038590550422668,0.8038590550422668,0.0010225374717265368,2048,245760,fixed_spd
pnorm_sparse,0.8036444744222253,NaN,0.8036444744222253,0.8036444744222253,0.8036444744222253,0.8036444744222253,0.0005927329442352624,2048,245760,fixed_spd
pnorm_sparse32,0.8038594722747803,NaN,0.8038594722747803,0.8038594722747803,0.8038594722747803,0.8038594722747803,0.0010225551668554544,2048,245760,fixed_spd
tlr,0.8038981628461563,NaN,0.8038981628461563,0.8038981628461563,0.8038981628461563,0.8038981628461563,0.0002013552701421127,2048,245760,fixed_spd
