method,median,sd,min,max,Q1,Q3,se_est,n,n_pts,matrix
pnorm,0.7388865012733516,0.0002840125439874226,0.7379516338650013,0.7395653530633934,0.7387014573471287,0.7390125067783554,0.0008515569279142046,512,245760,fixed_dense
pnorm32,0.7388511002063751,0.0002907505427392429,0.7381448149681091,0.7396195530891418,0.7386555075645447,0.7390349358320236,0.0008682672528084368,512,245760,fixed_dense
pnorm_sparse,0.7388865012733519,0.00028401254398741505,0.7379516338650013,0.7395653530633934,0.7387014573471288,0.7390125067783554,0.0008515569279142021,512,245760,fixed_dense
pnorm_sparse32,0.7388509809970856,0.0002907479326910914,0.7381448149681091,0.7396195530891418,0.7386554479598999,0.7390349060297012,0.000868269227212295,512,245760,fixed_dense
tlr,0.7387490152206051,0.0003093456699951394,0.7379192424896791,0.7394932457867,0.7385402662185668,0.7389294518596404,0.0003292214173403934,512,245760,fixed_dense
pnorm,0.7737376387284105,0.0006998007378054522,0.7721728698081186,0.7754195996217855,0.7732522310177141,0.7742000648236356,0.0019279674070983488,1024,24576,fixed_dense
pnorm32,0.7738751173019409,0.0006246786336666568,0.7720024585723877,0.7753917574882507,0.7734359949827194,0.7742621302604675,0.0020761026418767868,1024,24576,fixed_dense
pnorm_sparse,0.7737376387284103,0.0006998007378054766,0.7721728698081183,0.7754195996217854,0.773252231017714,0.7742000648236355,0.0019279674070983514,1024,24576,fixed_dense
pnorm_sparse32,0.7738751173019409,0.0006246729615967603,0.7720024585723877,0.7753917574882507,0.7734359949827194,0.7742621302604675,0.0020760991994757203,1024,24576,fixed_dense
tlr,0.7738605944713551,0.0011325724192069663,0.7713078640003221,0.7773832946991932,0.7732396254738725,0.7745601279899534,0.0009739624611257857,1024,24576,fixed_dense
pnorm,0.7738165130290107,0.0002684070133236048,0.7732119842908286,0.7745059233518209,0.7736429194620249,0.7740377693388624,0.0007805355127122901,1024,245760,fixed_dense
pnorm32,0.7738095819950104,0.0002455316570198108,0.7732424139976501,0.7743749618530273,0.773629441857338,0.773955911397934,0.0007782905927160755,1024,245760,fixed_dense
