method,median,min,max,Q1,Q3,n,n_pts,matrix
pnorm_sparse32,0.2407614635,0.183005086,0.405329039,0.22398178075,0.274201639,2048,24576,fixed_dense
tlr,17.68450000001758,15.51699999999255,21.698999999993248,16.774749999996857,18.718499999988126,2048,24576,fixed_dense
pnorm,0.95798407,0.864554733,1.417139868,0.924711382,1.1247031892500001,2048,245760,fixed_dense
pnorm32,0.6466865355,0.524376001,1.004055026,0.635212903,0.6903439165,2048,245760,fixed_dense
pnorm_sparse,1.3956808825,1.346522926,2.124831035,1.3792043065000001,1.427722997,2048,245760,fixed_dense
pnorm_sparse32,0.8900870599999999,0.813853833,1.284692323,0.8527051800000001,0.92524058975,2048,245760,fixed_dense
tlr,155.03399999999965,148.67399999999907,170.03599999999278,153.0487500000163,157.8145000000004,2048,245760,fixed_dense
pnorm,0.9897892855,0.903010145,1.2746465,0.9601654627499999,1.02691532625,4096,24576,fixed_dense
pnorm32,0.6983799735,0.637105256,0.78982654,0.6773390592499999,0.7215406965000001,4096,24576,fixed_dense
pnorm_sparse,1.1059259725,0.968262696,1.452047116,1.04148106025,1.17216900225,4096,24576,fixed_dense
pnorm_sparse32,0.598268588,0.549563569,0.718883857,0.5792335477499999,0.6150416715,4096,24576,fixed_dense
tlr,46.465500000005704,42.179000000003725,57.95800000001327,44.693500000015774,48.69449999999051,4096,24576,fixed_dense
pnorm,2.8383539825,2.602128986,3.614381604,2.684551541,2.9944733245000004,4096,245760,fixed_dense
pnorm32,1.8721361955,1.598708707,2.467791879,1.67910059575,1.9853512119999999,4096,245760,fixed_dense
pnorm_sparse,5.788346984,4.571504347,8.916470011,5.074593715,6.1605627604999995,4096,245760,fixed_dense
pnorm_sparse32,2.6117648265,2.418858958,3.783616733,2.5336740257500003,2.7539021967500004,4096,245760,fixed_dense
tlr,414.40350000000035,394.7829999999958,448.1389999999956,409.10875000002125,424.6785000000091,4096,245760,fixed_dense
