name,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10
6501.T,-0.605301876237336,-1.139566289489975,-1.541362485171595,-1.915310910029782,-2.1757379421963496,-2.337590470356898,-2.5807607681201894,-2.7390644453254165,-2.902932957925707,-2.959567232064889
WELL,-0.8404200954517084,-1.3809189940671844,-1.7998999745025142,-2.0993587478560025,-2.269381363370994,-2.4401505072139695,-2.594184027828096,-2.7099735383976475,-2.8566037537823714,-2.9323172371449133
UNP,-0.8107747631414045,-1.4051950114931004,-1.7771308120741691,-2.120663321028304,-2.3646817036900085,-2.5726168960788374,-2.905191387241866,-3.0699424590340376,-3.115691259587702,-3.169068054888483
AIR,-0.5242685657360778,-0.9722273598397332,-1.303558504567128,-1.5681872591936752,-1.7922066965933672,-1.9664816191061734,-2.135420022383252,-2.269381363370994,-2.397302394269086,-2.542354039142762
COF,-0.6125956233438012,-1.0710625493380614,-1.4103579630630307,-1.6767453298499633,-1.8948455900788463,-2.078966482608293,-2.2171978664371497,-2.3710065740570783,-2.471421344323008,-2.562266673910372
BA,-0.6820888830875256,-1.1979867909912587,-1.5708145878731772,-1.8789313946169455,-2.1316871512579874,-2.328591520473661,-2.562266673910372,-2.7099735383976475,-2.8566037537823714,-2.905191387241866
LOW,-0.7094347197398431,-1.261676266185571,-1.6736266033527711,-1.9664816191061734,-2.2401638513710274,-2.471421344323008,-2.680985395375806,-2.8566037537823714,-2.994082558905509,-3.0699424590340376
ADBE,-0.6476606421850866,-1.0882270705656114,-1.4103579630630307,-1.7055770066400415,-1.9257410285043162,-2.0993587478560025,-2.259426639852963,-2.390572138325214,-2.5327638923707947,-2.6672960131867987
ETN,-0.7378248506984388,-1.3053536826383514,-1.717182328722343,-2.0626097876164935,-2.3116262784285535,-2.5142545746632035,-2.6413291991609484,-2.8800482509373944,-2.961789141910216,-3.029837028801329
ANET,-0.608631367837788,-1.0373915429602376,-1.3753786498834617,-1.6302088287682368,-1.8387177186195824,-2.062482730301831,-2.245535615993736,-2.354446248775654,-2.542928058875717,-2.6418856143691243
MDT,-0.8624524306752299,-1.4858081759177666,-1.940643160106646,-2.2083298544007097,-2.425368421939968,-2.5726168960788374,-2.8346314809778623,-2.9323172371449133,-3.115691259587702,-3.169068054888483
BHP,-0.5960308603513083,-1.0710625493380614,-1.4575076686741708,-1.7771308120741691,-2.043683137995616,-2.259426639852963,-2.471421344323008,-2.6170298751918515,-2.7253672237986515,-2.8346314809778623
PGR,-0.8618965342529579,-1.4508866027513332,-1.859145086994976,-2.1664101463657346,-2.390572138325214,-2.5053135990191526,-2.6170298751918515,-2.7253672237986515,-2.961789141910216,-3.115691259587702
ADI,-0.6153727094988984,-1.065636122888673,-1.4145155578475799,-1.6958092696945808,-1.9381294415096686,-2.1545453337908858,-2.3172075209346654,-2.5053135990191526,-2.6413291991609484,-2.8566037537823714
HDFCBANK.NS,-0.8060848339398021,-1.370469950680558,-1.7686123025326825,-2.132834814675417,-2.3438522205982006,-2.5401012594804815,-2.6267934841596436,-2.878016111099928,-3.113790427914554,-3.1671947709493873
SYK,-0.8524866812379652,-1.4346063764862576,-1.8548455155502048,-2.1584665855253675,-2.4181716767148407,-2.594184027828096,-2.8346314809778623,-2.9323172371449133,-3.029837028801329,-3.115691259587702
PANW,-0.6454616996067067,-1.1203455730309746,-1.46864960325018,-1.790775110417501,-2.027822608848848,-2.2723848463867964,-2.3709801955598575,-2.5541548997250887,-2.692286633118408,-2.786850996798761
CRWD,-0.44522765171296763,-0.7393861848150471,-1.0321513685260035,-1.372847119835274,-1.5804297194739705,-1.7867108603476627,-1.9945815408058207,-2.120546603134964,-2.2341990062039807,-2.4745231061003654
BBVA,-0.6102849893098351,-1.0903084245845829,-1.4563997188966853,-1.7307351892655696,-1.993703818263053,-2.1664101463657346,-2.3172075209346654,-2.5234011779966083,-2.69519642312547,-2.8800482509373944
HON,-0.8075838743841894,-1.3593594097755186,-1.7552473631849272,-2.0375338396676974,-2.254532061700739,-2.5053135990191526,-2.6054369881979067,-2.794402495947033,-2.961789141910216,-3.115691259587702
TTE,-0.7459010756705386,-1.2937592701343468,-1.7359004712452926,-2.1243093055038123,-2.3774277410396354,-2.5234011779966083,-2.7253672237986515,-2.905191387241866,-3.029837028801329,-3.0699424590340376
UBSG.SW,-0.7364691496109576,-1.2193970441523354,-1.5914948307733168,-1.8422086914261817,-2.0795147322474956,-2.2679902898519946,-2.42879201997262,-2.575881691208725,-2.7131020919132887,-2.816980271099988
RS,-0.6410557446939892,-1.1170926024755654,-1.4916131794886276,-1.780861953781938,-2.0050191182998316,-2.212742108953147,-2.352308636669281,-2.4796305340295475,-2.5726168960788374,-2.680985395375806
RRP.BO,-2.9346803383061126,-2.9346803383061126,-2.9346803383061126,-2.9346803383061126,-2.9346803383061126,-2.9346803383061126,-2.9346803383061126,-2.9346803383061126,-2.9346803383061126,-2.9346803383061126
PLD,-0.8225460798270458,-1.3526304271593688,-1.697426006475477,-1.9065138116229907,-2.1243093055038123,-2.2496909064686688,-2.390572138325214,-2.4554858393650236,-2.5142545746632035,-2.594184027828096
MSA,-0.6947205238539664,-1.1979867909912587,-1.6087924973466357,-1.9184475265606735,-2.1545453337908858,-2.3646817036900085,-2.5234011779966083,-2.7099735383976475,-2.794402495947033,-2.8566037537823714
BATS.L,-0.897226502734792,-1.4772104990813766,-1.8978080987744512,-2.240120412559136,-2.5369708674337197,-2.7621666639549405,-2.8838322768144353,-2.965484977326408,-3.2367897411210493,-3.429626683218221
UCG.MI,-0.5797318835877268,-1.0194415760661248,-1.3323391795665285,-1.6123793210156987,-1.8327667065217448,-1.9920589131622635,-2.123407671027952,-2.2415772153374824,-2.301278674001683,-2.364301032164815
DE,-0.7208203817631471,-1.2349402832018586,-1.6258036295844078,-1.9431692013599902,-2.1910977943351524,-2.3710065740570783,-2.6054369881979067,-2.7253672237986515,-2.794402495947033,-2.961789141910216
ABBNY,-0.694992569472875,-1.2007026110417895,-1.5364938856183596,-1.786965307235112,-2.0045718269732427,-2.1714293790683947,-2.30407464750331,-2.4220882468348073,-2.5449059154116767,-2.6642595133349505
