Ticker,Holding name,% of market value,Sector,Region,Market value,Shares,yticker
2395,Advantech Co Ltd,0.0029%,Technology,TW,"US$1,495,480.26","162,971",2395.T
097955,CJ CheilJedang Corp,0.0029%,Consumer Staples,KR,"US$1,492,534.05","15,952",097955.KS
BIOS,Biocon Ltd,0.0029%,Health Care,IN,"US$1,485,225.69","333,500",PACB
SIEM,Siemens Ltd,0.0029%,Industrials,IN,"US$1,484,299.65","40,269",SHL.DE
AYV,Ayvens SA,0.0028%,Consumer Discretionary,FR,"US$1,478,337.46","114,759",3AL.F
3064,MonotaRO Co Ltd,0.0028%,Consumer Discretionary,JP,"US$1,476,425.83","100,500",3064.T
5332,TOTO Ltd,0.0028%,Industrials,JP,"US$1,473,432.87","56,300",5332.KL
TCELL,Turkcell Iletisim Hizmetleri AS,0.0028%,Telecommunications,TR,"US$1,468,943.65","667,070",TCELL.IS
9896,MINISO Group Holding Ltd,0.0028%,Consumer Discretionary,HK,"US$1,462,101.51","292,932",9896.T
8954,Orix JREIT Inc,0.0028%,Real Estate,JP,"US$1,461,849.41","2,128",8954.T
5406,Kobe Steel Ltd,0.0028%,Basic Materials,JP,"US$1,462,654.60","116,900",5406.T
8984,Daiwa House REIT Investment Corp,0.0028%,Real Estate,JP,"US$1,463,638.58","1,613",8984.T
2409,AUO Corp,0.0028%,Technology,TW,"US$1,454,980.40","3,936,600",2409.HK
KLBN11,Klabin SA,0.0028%,Basic Materials,BR,"US$1,449,891.08","436,700",KLBN11.SA
6969,Smoore International Holdings Ltd,0.0028%,Consumer Staples,HK,"US$1,452,039.66","850,000",6969.HK
LEN/B,Lennar Corp,0.0028%,Consumer Discretionary,US,"US$1,439,699.91","11,649",LEN
670,China Eastern Airlines Corp Ltd,0.0028%,Consumer Discretionary,HK,"US$1,438,501.85","2,440,000",6704.TWO
6471,NSK Ltd,0.0028%,Consumer Discretionary,JP,"US$1,440,169.69","244,600",6471.T
7731,Nikon Corp,0.0028%,Consumer Discretionary,JP,"US$1,442,421.66","124,600",7731.TWO
6409,Voltronic Power Technology Corp,0.0028%,Industrials,TW,"US$1,441,452.92","39,000",6409.TW
AZJ,Aurizon Holdings Ltd,0.0027%,Industrials,AU,"US$1,428,243.31","608,342",AZJ.AX
272210,Hanwha Systems Co Ltd,0.0027%,Industrials,KR,"US$1,432,729.34","45,607",272210.KS
914,Anhui Conch Cement Co Ltd,0.0027%,Industrials,HK,"US$1,431,863.95","476,000",9147.T
3808,Sinotruk Hong Kong Ltd,0.0027%,Industrials,HK,"US$1,430,228.88","411,500",3808.HK
MBRF3,MBRF Global Foods Company SA,0.0027%,Consumer Staples,BR,"US$1,423,807.60","393,569",MBRF3.SA
3038,Kobe Bussan Co Ltd,0.0027%,Consumer Staples,JP,"US$1,423,974.37","58,600",303810.KQ
000815,Samsung Fire & Marine Insurance Co Ltd,0.0027%,Financials,KR,"US$1,425,002.55","5,664",000815.SZ
4403,NOF Corp,0.0027%,Basic Materials,JP,"US$1,425,593.08","70,200",4403.T
1548,Genscript Biotech Corp,0.0027%,Health Care,HK,"US$1,424,815.04","744,000",1548.HK
002463,WUS Printed Circuit Kunshan Co Ltd,0.0027%,Technology,CN,"US$1,427,522.48","145,300",002463.SZ
UTG,UNITE Group PLC/The,0.0027%,Real Estate,GB,"US$1,423,385.14","203,457",UTG
APR,Apar Industries Ltd,0.0027%,Industrials,IN,"US$1,427,160.64","13,937",APR.WA
2845,Far Eastern International Bank,0.0027%,Financials,TW,"US$1,420,548.93","3,538,407",2845.HK
6302,Sumitomo Heavy Industries Ltd,0.0027%,Industrials,JP,"US$1,418,212.11","52,000",6302.T
MINT/F,Minor International PCL,0.0027%,Consumer Discretionary,TH,"US$1,419,697.34","2,077,598",8MI.BE
,Engie SA,0.0027%,Utilities,FR,"US$1,416,639.49","55,738",ENGI.PA
IOI,IOI Corp Bhd,0.0027%,Consumer Staples,MY,"US$1,417,379.31","1,468,000",5249.KL
TTB/F,TMBThanachart Bank PCL,0.0027%,Financials,TH,"US$1,414,465.50","23,595,190",0P0001KAUX.SA
CBK,Canara Bank,0.0027%,Financials,IN,"US$1,409,479.21","831,735",CBK
BBDC3,Banco Bradesco SA,0.0027%,Financials,BR,"US$1,402,736.31","447,736",BBDC3.SA
600111,China Northern Rare Earth Group High-Tech Co Ltd,0.0027%,Basic Materials,CN,"US$1,402,400.64","220,300",600111.SS
PEP,PPB Group Bhd,0.0027%,Consumer Staples,MY,"US$1,403,144.83","527,136",PEP
8253,Credit Saison Co Ltd,0.0027%,Industrials,JP,"US$1,404,207.63","55,800",8253.T
522,ASMPT Ltd,0.0027%,Technology,HK,"US$1,401,652.01","144,923",5223.TWO
PIRC,Pirelli & C SpA,0.0027%,Consumer Discretionary,IT,"US$1,392,917.96","200,371",PIRCM.XC
AMV0,Aumovio SE,0.0027%,Consumer Discretionary,DE,"US$1,386,631.50","32,205",AMV0.DE
136,China Ruyi Holdings Ltd,0.0027%,Consumer Discretionary,HK,"US$1,390,614.15","4,437,199",136410.KQ
ALX,Atlas Arteria Ltd,0.0027%,Industrials,AU,"US$1,383,500.18","423,622",ALX
IFL,Insignia Financial Ltd,0.0027%,Financials,AU,"US$1,383,489.42","463,653",IFL.XA
4958,Zhen Ding Technology Holding Ltd,0.0027%,Technology,TW,"US$1,376,883.86","297,000",4958.TW
3533,Lotes Co Ltd,0.0027%,Technology,TW,"US$1,377,409.59","33,000",3533.TW
8439,Tokyo Century Corp,0.0027%,Consumer Discretionary,JP,"US$1,381,140.98","109,100",8439.HK
CPLE5,Cia Paranaense de Energia - Copel,0.0026%,Utilities,BR,"US$1,375,861.84","512,300",CPLE5F.SA
3702,WPG Holdings Ltd,0.0026%,Technology,TW,"US$1,373,181.46","631,000",3702.TW
5901,Toyo Seikan Group Holdings Ltd,0.0026%,Industrials,JP,"US$1,374,943.93","57,600",5901.T
2579,Coca-Cola Bottlers Japan Holdings Inc,0.0026%,Consumer Staples,JP,"US$1,371,335.47","74,150",2579.HK
006405,Samsung SDI Co Ltd,0.0026%,Industrials,KR,"US$1,373,025.53","11,376",006405.KS
T,Telekom Malaysia Bhd,0.0026%,Telecommunications,MY,"US$1,370,102.78","763,066",T
SPK,Spark New Zealand Ltd,0.0026%,Telecommunications,NZ,"US$1,369,277.99","1,055,440",SPK.NZ
3998,Bosideng International Holdings Ltd,0.0026%,Consumer Discretionary,HK,"US$1,365,885.74","2,144,000",399812.SS
600031,Sany Heavy Industry Co Ltd,0.0026%,Industrials,CN,"US$1,369,144.78","476,300",600031.SS
GENTERA*,Gentera SAB de CV,0.0026%,Financials,MX,"US$1,367,081.62","581,200",CMPRF
600623,Shanghai Huayi Group Co Ltd,0.0026%,Consumer Discretionary,CN,"US$1,370,554.33","1,242,100",600623.SS
161390,Hankook Tire & Technology Co Ltd,0.0026%,Consumer Discretionary,KR,"US$1,367,498.39","32,701",161390.KS
MCY,Mercury NZ Ltd,0.0026%,Utilities,NZ,"US$1,362,347.42","373,148",MCY
FBU,Fletcher Building Ltd,0.0026%,Industrials,NZ,"US$1,362,841.14","708,681",FBUG.DE
ENRIN,Siemens Energy India Ltd,0.0026%,Industrials,IN,"US$1,365,324.46","38,652",ENRIN.NS
2610,China Airlines Ltd,0.0026%,Consumer Discretionary,TW,"US$1,363,606.82","2,229,000",2610.HK
600585,Anhui Conch Cement Co Ltd,0.0026%,Industrials,CN,"US$1,356,980.88","419,800",600585.SS
3269,Advance Residence Investment Corp,0.0026%,Real Estate,JP,"US$1,350,818.33","1,232",3269.T
916,China Longyuan Power Group Corp Ltd,0.0026%,Utilities,HK,"US$1,352,918.21","1,531,000",9162.T
SECO,Saudi Electricity Co,0.0026%,Utilities,SA,"US$1,345,077.23","357,618",OSBC
ARBP,Aurobindo Pharma Ltd,0.0026%,Health Care,IN,"US$1,342,043.19","97,858",AUROPHARMA.BO
TADAWULG,Saudi Tadawul Group Holding Co,0.0026%,Financials,SA,"US$1,341,696.57","29,889",1111.SR
13,HUTCHMED China Ltd,0.0026%,Health Care,HK,"US$1,339,745.17","464,000",1398.HK
390,China Railway Group Ltd,0.0026%,Industrials,HK,"US$1,344,414.05","2,677,000",3902.T
SNP,OMV Petrom SA,0.0026%,Energy,RO,"US$1,338,689.35","6,404,030",SNPS
3350,Red Planet Japan Inc,0.0026%,Financials,JP,"US$1,337,263.70","521,700",3350.F
ALARKAN,Dar Al Arkan Real Estate Development Co,0.0026%,Real Estate,SA,"US$1,331,248.28","318,502",4300.SR
7951,Yamaha Corp,0.0026%,Consumer Discretionary,JP,"US$1,333,574.50","192,600",7951.T
6856,Horiba Ltd,0.0026%,Industrials,JP,"US$1,333,880.17","14,400",6856.TWO
ALKEM,Alkem Laboratories Ltd,0.0026%,Health Care,IN,"US$1,331,388.58","20,948",ALK.L
1099,Sinopharm Group Co Ltd,0.0026%,Consumer Staples,HK,"US$1,333,580.46","518,100",1099.HK
COV,Covivio SA/France,0.0026%,Real Estate,FR,"US$1,329,763.62","20,571",QYLD
H2O,Societatea De Producere A Energiei Electrice in Hidrocentrale Hidroelectrica SA,0.0026%,Utilities,RO,"US$1,326,493.42","47,502",H2O.DE
APAT,APL Apollo Tubes Ltd,0.0026%,Basic Materials,IN,"US$1,325,636.59","68,983",APT.WA
6181,Laopu Gold Co Ltd,0.0025%,Consumer Discretionary,HK,"US$1,321,574.45","15,300",6181.KL
8252,Marui Group Co Ltd,0.0025%,Financials,JP,"US$1,317,593.08","64,800",8252.T
600309,Wanhua Chemical Group Co Ltd,0.0025%,Basic Materials,CN,"US$1,315,063.76","138,500",600309.SS
MFT,Mainfreight Ltd,0.0025%,Industrials,NZ,"US$1,313,479.42","34,049",MFT.MI
AAF,Airtel Africa PLC,0.0025%,Telecommunications,GB,"US$1,313,472.09","318,951",AAF.L
006260,LS Corp,0.0025%,Industrials,KR,"US$1,312,934.89","10,793",006260.KS
PNB,Punjab National Bank,0.0025%,Financials,IN,"US$1,309,489.88","940,808",PNBI
6368,Organo Corp,0.0025%,Industrials,JP,"US$1,308,907.40","15,300",6368.T
CRIN,Coromandel International Ltd,0.0025%,Basic Materials,IN,"US$1,311,270.18","49,238",CRNX
JD/,JD Sports Fashion PLC,0.0025%,Consumer Discretionary,GB,"US$1,305,614.43","1,275,394",JD
KEII,KEI Industries Ltd,0.0025%,Industrials,IN,"US$1,307,580.57","28,213",KEI.NS
285,BYD Electronic International Co Ltd,0.0025%,Telecommunications,HK,"US$1,307,557.54","307,000",285A.T
1882,Haitian International Holdings Ltd,0.0025%,Industrials,HK,"US$1,303,213.63","465,000",1882.T
BOQ,Bank of Queensland Ltd,0.0025%,Financials,AU,"US$1,303,676.84","308,683",605376.SS
QNNS,Qatar Navigation QSC,0.0025%,Industrials,QA,"US$1,301,338.54","427,633",QNNS.QA
9007,Odakyu Electric Railway Co Ltd,0.0025%,Consumer Discretionary,JP,"US$1,302,887.22","114,900",9007.T
003490,Korean Air Lines Co Ltd,0.0025%,Consumer Discretionary,KR,"US$1,298,876.38","87,423",003490.KS
8233,Takashimaya Co Ltd,0.0025%,Consumer Discretionary,JP,"US$1,301,280.36","120,800",8233.T
5233,Taiheiyo Cement Corp,0.0025%,Industrials,JP,"US$1,299,016.34","53,500",5233.T
5711,Mitsubishi Materials Corp,0.0025%,Industrials,JP,"US$1,300,152.52","64,800",5711.F
3226,Mitsui Fudosan Accommodations Fund Inc,0.0025%,Real Estate,JP,"US$1,303,024.67","1,530",3226.TWO
